4367, 12, 24, 108, 111, 141, 23, 15, 65, 79, 8, 7, 18, 116, 20, 165, 6, 9, 146, 87, 89, 5, 19, 74, 55, 49,Success airplane automobile 3
4367, 17, 20, 26, 0, 171, 8, 27, 220, 13, 146, 13, 19, 122, 59, 79, 6, 2, 99, 51, 5, 15, 20, 100, 58, 85,Success airplane bird 81
4367, 17, 27, 163, 38, 72, 5, 14, 127, 36, 17, 9, 16, 208, 67, 51, 23, 8, 167, 73, 136, 3, 7, 155, 10, 110,Success airplane cat 0
4367, 21, 26, 217, 166, 8, 21, 1, 115, 174, 119, 20, 17, 196, 1, 39, 8, 5, 92, 11, 32, 1, 22, 59, 117, 71,Fail airplane deer
4367, 8, 14, 217, 126, 162, 8, 15, 61, 26, 59, 10, 13, 28, 72, 99, 2, 24, 111, 75, 214, 5, 11, 177, 58, 136,Success airplane dog 37
4367, 27, 6, 194, 117, 101, 8, 19, 142, 57, 2, 13, 24, 64, 222, 1, 10, 6, 5, 221, 7, 22, 1, 115, 151, 20,Success airplane frog 70
4367, 20, 28, 109, 44, 186, 10, 25, 63, 136, 79, 20, 13, 115, 82, 96, 15, 25, 57, 90, 19, 8, 5, 2, 162, 174,Success airplane horse 30
4367, 16, 16, 185, 47, 35, 14, 18, 225, 71, 13, 12, 14, 64, 165, 98, 23, 9, 136, 138, 167, 1, 1, 131, 224, 249,Success airplane ship 1
4367, 11, 21, 239, 146, 247, 8, 19, 73, 133, 63, 9, 21, 56, 87, 12, 15, 23, 70, 189, 52, 20, 18, 100, 203, 185,Success airplane truck 27
581, 6, 30, 84, 2, 119, 2, 14, 107, 24, 118, 8, 14, 246, 31, 137, 3, 4, 92, 229, 13, 8, 19, 194, 110, 116,Fail airplane automobile
581, 3, 24, 239, 42, 140, 31, 4, 180, 101, 10, 16, 31, 179, 127, 175, 4, 4, 164, 255, 145, 18, 12, 29, 71, 30,Success airplane bird 0
581, 16, 16, 102, 4, 25, 2, 4, 71, 92, 105, 12, 28, 192, 58, 28, 16, 1, 38, 115, 51, 8, 27, 66, 142, 138,Success airplane cat 53
581, 4, 4, 239, 39, 121, 3, 2, 56, 215, 5, 17, 29, 90, 181, 86, 7, 18, 206, 0, 6, 23, 8, 159, 43, 103,Success airplane deer 0
581, 16, 16, 7, 30, 22, 2, 11, 30, 190, 97, 11, 23, 181, 112, 37, 18, 16, 25, 239, 166, 21, 11, 163, 169, 169,Success airplane dog 16
581, 14, 27, 197, 126, 209, 15, 17, 60, 21, 51, 8, 19, 189, 115, 252, 16, 7, 110, 231, 232, 3, 4, 85, 87, 59,Success airplane frog 81
581, 2, 14, 138, 31, 112, 11, 13, 8, 231, 242, 9, 29, 145, 9, 22, 9, 16, 235, 150, 203, 10, 17, 82, 169, 240,Success airplane horse 92
581, 5, 12, 93, 1, 229, 5, 4, 61, 29, 82, 14, 10, 216, 161, 213, 17, 7, 203, 227, 225, 14, 15, 142, 41, 57,Success airplane ship 2
581, 10, 17, 201, 210, 181, 15, 28, 8, 13, 181, 2, 5, 129, 4, 4, 16, 16, 10, 7, 1, 9, 29, 53, 38, 26,Fail airplane truck
1054, 28, 10, 10, 42, 18, 20, 10, 250, 134, 235, 19, 11, 237, 13, 63, 24, 21, 165, 168, 173, 28, 21, 1, 50, 106,Fail automobile airplane
1054, 19, 11, 232, 164, 131, 20, 10, 178, 120, 159, 25, 19, 249, 52, 133, 30, 20, 32, 113, 93, 29, 14, 76, 137, 92,Success automobile bird 76
1054, 27, 21, 0, 43, 228, 25, 5, 165, 11, 8, 23, 21, 252, 162, 105, 20, 10, 178, 164, 214, 21, 15, 185, 159, 102,Fail automobile cat
1054, 20, 16, 173, 8, 195, 24, 20, 165, 45, 100, 27, 25, 102, 18, 229, 26, 5, 15, 81, 134, 20, 10, 126, 221, 218,Fail automobile deer
1054, 26, 15, 253, 2, 83, 19, 11, 238, 95, 19, 13, 7, 234, 166, 245, 25, 20, 255, 187, 208, 22, 6, 4, 3, 8,Fail automobile dog
1054, 29, 12, 34, 178, 98, 23, 19, 255, 121, 105, 29, 21, 191, 26, 5, 20, 10, 175, 255, 17, 25, 5, 238, 10, 102,Fail automobile frog
1054, 23, 5, 9, 14, 115, 2, 10, 244, 53, 255, 18, 17, 253, 179, 219, 22, 15, 254, 82, 188, 21, 10, 255, 47, 71,Fail automobile horse
1054, 5, 21, 186, 230, 247, 27, 18, 247, 11, 6, 21, 10, 252, 91, 199, 19, 17, 244, 66, 253, 27, 26, 9, 29, 165,Fail automobile ship
1054, 14, 9, 191, 202, 151, 20, 15, 232, 200, 50, 25, 15, 152, 203, 220, 24, 21, 177, 133, 41, 21, 9, 231, 61, 156,Success automobile truck 49
3987, 16, 8, 104, 143, 225, 28, 22, 3, 25, 227, 14, 13, 252, 101, 38, 27, 11, 5, 1, 187, 9, 25, 29, 96, 202,Success automobile airplane 65
3987, 16, 9, 152, 167, 161, 12, 28, 36, 82, 220, 14, 13, 255, 114, 123, 27, 11, 19, 18, 131, 16, 13, 255, 154, 255,Fail automobile bird
3987, 4, 10, 13, 81, 16, 24, 22, 253, 22, 226, 24, 18, 242, 10, 247, 22, 7, 254, 131, 255, 12, 28, 71, 18, 14,Fail automobile cat
3987, 12, 26, 0, 116, 172, 14, 13, 249, 76, 120, 26, 8, 41, 32, 68, 16, 6, 158, 1, 144, 5, 15, 3, 34, 63,Fail automobile deer
3987, 16, 8, 100, 11, 193, 2, 12, 17, 22, 19, 22, 23, 137, 83, 227, 11, 27, 0, 120, 32, 4, 8, 82, 3, 36,Fail automobile dog
3987, 5, 9, 19, 151, 98, 17, 5, 255, 140, 190, 16, 6, 191, 151, 200, 15, 17, 243, 82, 127, 27, 11, 23, 54, 73,Fail automobile frog
3987, 4, 8, 1, 6, 11, 14, 13, 255, 16, 98, 26, 12, 4, 46, 6, 27, 19, 20, 101, 63, 16, 12, 254, 43, 231,Fail automobile horse
3987, 14, 14, 249, 210, 196, 6, 9, 33, 10, 178, 12, 26, 12, 122, 134, 25, 8, 0, 0, 12, 17, 8, 6, 252, 50,Fail automobile ship
3987, 20, 7, 253, 10, 249, 15, 17, 221, 157, 110, 2, 12, 62, 26, 4, 14, 14, 131, 239, 77, 16, 24, 114, 219, 107,Success automobile truck 54
70, 12, 6, 123, 146, 84, 7, 31, 124, 52, 39, 0, 4, 153, 9, 148, 14, 5, 108, 76, 109, 5, 16, 45, 248, 183,Success bird airplane 0
70, 6, 9, 78, 230, 246, 14, 19, 247, 109, 47, 4, 16, 249, 63, 158, 17, 21, 166, 230, 232, 2, 31, 36, 140, 255,Success bird automobile 1
70, 10, 16, 192, 173, 240, 8, 10, 216, 187, 85, 16, 31, 53, 36, 138, 22, 13, 125, 234, 146, 12, 18, 163, 12, 99,Success bird cat 0
70, 5, 21, 68, 77, 143, 5, 17, 11, 247, 11, 10, 1, 224, 127, 18, 15, 0, 63, 227, 170, 5, 24, 86, 128, 138,Success bird deer 4
70, 18, 31, 186, 120, 76, 13, 0, 22, 109, 86, 20, 26, 106, 62, 232, 7, 3, 146, 74, 132, 16, 17, 47, 59, 57,Success bird dog 0
70, 19, 27, 41, 187, 160, 14, 12, 160, 225, 84, 29, 31, 148, 44, 52, 15, 28, 216, 41, 102, 9, 14, 5, 209, 90,Success bird frog 4
70, 30, 17, 88, 69, 72, 22, 26, 55, 138, 170, 13, 15, 25, 119, 208, 26, 20, 70, 85, 77, 0, 26, 153, 239, 122,Success bird horse 15
70, 11, 2, 216, 113, 26, 11, 8, 122, 85, 99, 13, 20, 131, 70, 149, 15, 31, 158, 175, 64, 20, 30, 5, 113, 225,Success bird ship 2
70, 23, 6, 21, 105, 133, 19, 19, 44, 251, 236, 18, 26, 12, 145, 93, 20, 31, 24, 251, 186, 8, 27, 233, 207, 235,Success bird truck 2
4286, 3, 10, 224, 184, 225, 9, 22, 5, 127, 23, 27, 4, 58, 153, 149, 29, 7, 22, 111, 119, 31, 24, 113, 177, 91,Success bird airplane 0
4286, 4, 9, 114, 140, 239, 4, 7, 165, 244, 250, 23, 9, 252, 183, 49, 13, 3, 253, 91, 95, 23, 3, 213, 23, 185,Fail bird automobile
4286, 23, 3, 252, 102, 112, 10, 19, 95, 3, 2, 13, 16, 143, 149, 243, 9, 15, 89, 136, 194, 18, 16, 100, 71, 113,Success bird cat 96
4286, 20, 6, 250, 102, 64, 4, 11, 63, 51, 70, 7, 16, 73, 156, 122, 24, 7, 246, 200, 217, 11, 5, 53, 254, 66,Success bird deer 23
4286, 21, 11, 0, 39, 131, 19, 17, 195, 124, 112, 6, 19, 198, 50, 152, 23, 14, 198, 154, 224, 28, 18, 246, 176, 35,Fail bird dog
4286, 12, 16, 216, 224, 241, 17, 0, 178, 67, 150, 23, 10, 253, 184, 89, 23, 27, 183, 135, 91, 5, 16, 14, 72, 86,Success bird frog 35
4286, 24, 8, 244, 206, 134, 23, 6, 18, 47, 23, 19, 21, 207, 134, 83, 19, 10, 254, 87, 136, 4, 16, 40, 10, 8,Success bird horse 74
4286, 24, 7, 203, 102, 29, 19, 13, 231, 129, 125, 12, 15, 247, 67, 156, 2, 14, 27, 40, 121, 22, 10, 246, 236, 64,Success bird ship 26
4286, 4, 18, 95, 124, 234, 25, 3, 131, 255, 194, 10, 16, 197, 65, 236, 23, 9, 255, 115, 154, 19, 5, 200, 61, 47,Fail bird truck
8996, 7, 2, 3, 49, 231, 8, 23, 12, 176, 169, 9, 22, 150, 82, 114, 17, 17, 194, 9, 77, 8, 6, 175, 244, 105,Success cat airplane 28
8996, 28, 18, 122, 86, 127, 10, 18, 23, 129, 247, 9, 3, 28, 217, 152, 17, 13, 237, 1, 1, 10, 2, 30, 139, 164,Fail cat automobile
8996, 12, 19, 175, 80, 43, 7, 16, 239, 73, 161, 19, 14, 247, 206, 171, 13, 26, 204, 4, 99, 7, 29, 232, 13, 146,Success cat bird 35
8996, 5, 23, 186, 52, 222, 30, 1, 171, 121, 101, 24, 10, 251, 121, 107, 7, 24, 73, 57, 173, 24, 31, 181, 190, 208,Success cat deer 0
8996, 2, 14, 189, 6, 51, 31, 8, 162, 181, 88, 28, 17, 113, 123, 125, 6, 12, 32, 29, 118, 24, 22, 9, 216, 250,Success cat dog 61
8996, 7, 4, 50, 123, 113, 9, 13, 14, 110, 71, 6, 21, 114, 4, 44, 18, 13, 181, 118, 195, 23, 17, 188, 45, 21,Fail cat frog
8996,Success Mispredict
8996, 10, 24, 14, 96, 24, 18, 3, 80, 165, 83, 10, 5, 79, 202, 101, 5, 24, 46, 250, 234, 6, 16, 2, 43, 200,Success cat ship 28
8996, 28, 18, 126, 141, 23, 29, 20, 36, 38, 106, 18, 12, 85, 160, 45, 9, 25, 39, 195, 196, 7, 29, 133, 109, 225,Success cat truck 22
1594, 28, 7, 28, 92, 161, 7, 27, 104, 24, 38, 30, 17, 69, 46, 119, 11, 22, 123, 164, 206, 20, 26, 0, 59, 191,Fail cat airplane
1594, 9, 8, 23, 2, 142, 12, 22, 80, 2, 5, 28, 8, 0, 99, 156, 15, 22, 28, 17, 13, 2, 20, 63, 229, 163,Fail cat automobile
1594, 0, 28, 86, 169, 18, 29, 24, 136, 67, 61, 18, 26, 67, 40, 218, 5, 13, 45, 6, 195, 9, 5, 11, 22, 244,Success cat bird 8
1594, 30, 11, 169, 146, 107, 19, 23, 20, 15, 161, 6, 17, 253, 136, 105, 29, 26, 155, 185, 49, 10, 18, 131, 23, 67,Success cat deer 84
1594, 14, 21, 153, 101, 128, 9, 10, 97, 15, 80, 18, 6, 44, 20, 241, 13, 3, 6, 116, 189, 28, 23, 207, 84, 124,Success cat dog 1
1594, 3, 21, 95, 165, 1, 25, 4, 125, 239, 161, 7, 11, 1, 91, 85, 19, 18, 194, 137, 65, 28, 22, 69, 120, 135,Success cat frog 55
1594, 12, 30, 129, 230, 224, 7, 17, 124, 109, 209, 28, 25, 109, 90, 57, 18, 29, 37, 24, 73, 29, 16, 59, 164, 70,Success cat horse 9
1594, 20, 17, 255, 60, 94, 31, 15, 166, 21, 54, 13, 1, 143, 108, 83, 21, 23, 15, 14, 124, 6, 12, 69, 28, 157,Fail cat ship
1594, 16, 4, 8, 26, 75, 4, 13, 12, 98, 251, 20, 20, 43, 5, 90, 31, 29, 8, 86, 110, 19, 16, 226, 18, 148,Fail cat truck
3990, 13, 10, 4, 44, 105, 7, 11, 31, 121, 216, 25, 18, 29, 172, 214, 12, 2, 50, 1, 204, 17, 15, 27, 203, 247,Fail deer airplane
3990, 5, 3, 226, 132, 234, 7, 14, 68, 213, 239, 10, 2, 78, 29, 145, 7, 13, 24, 41, 177, 13, 12, 200, 193, 159,Fail deer automobile
3990, 26, 17, 160, 13, 41, 16, 6, 100, 139, 84, 13, 16, 178, 140, 123, 27, 8, 163, 68, 6, 5, 13, 42, 253, 245,Success deer bird 30
3990, 28, 19, 21, 209, 206, 11, 13, 54, 157, 220, 11, 14, 105, 242, 216, 21, 8, 3, 9, 79, 24, 10, 141, 14, 42,Fail deer cat
3990, 21, 17, 7, 18, 68, 18, 17, 82, 16, 29, 27, 17, 134, 194, 218, 5, 27, 73, 151, 107, 26, 13, 142, 162, 105,Success deer dog 31
3990, 13, 7, 119, 27, 89, 9, 8, 4, 29, 117, 17, 23, 41, 11, 97, 14, 7, 53, 193, 237, 18, 10, 118, 244, 217,Fail deer frog
3990, 24, 17, 176, 218, 241, 12, 10, 53, 23, 168, 5, 13, 26, 255, 255, 17, 9, 84, 18, 78, 20, 17, 112, 180, 201,Success deer horse 67
3990, 12, 7, 205, 186, 108, 20, 17, 6, 65, 250, 15, 29, 212, 212, 136, 21, 17, 5, 5, 252, 25, 18, 146, 241, 242,Fail deer ship
3990, 9, 12, 0, 96, 252, 14, 13, 251, 210, 181, 29, 21, 251, 217, 252, 26, 8, 19, 75, 248, 9, 13, 42, 16, 210,Fail deer truck
8126, 16, 10, 5, 245, 232, 30, 19, 94, 25, 82, 17, 29, 183, 11, 23, 18, 13, 27, 210, 136, 23, 5, 176, 204, 84,Success deer airplane 32
8126, 15, 11, 238, 84, 23, 21, 17, 23, 177, 198, 4, 13, 157, 5, 89, 12, 30, 53, 191, 28, 17, 9, 38, 189, 235,Success deer automobile 59
