9577, 1, 12, 95, 151, 60, 21, 25, 189, 246, 202, 10, 11, 116, 1, 42, 10, 16, 62, 114, 13, 16, 27, 205, 57, 56,Success airplane ship 7
9577, 25, 19, 55, 181, 149, 17, 26, 203, 235, 211, 18, 20, 245, 2, 42, 20, 27, 102, 35, 160, 11, 10, 16, 18, 80,Fail airplane truck
4092, 8, 13, 143, 233, 114, 14, 19, 40, 244, 238, 16, 19, 110, 255, 190, 19, 24, 216, 72, 224, 11, 1, 53, 154, 204,Success horse airplane 30
4092, 7, 20, 28, 193, 207, 23, 22, 226, 254, 106, 10, 13, 34, 174, 198, 14, 23, 161, 252, 236, 6, 17, 161, 234, 223,Success horse automobile 95
4092, 17, 20, 252, 171, 254, 16, 19, 174, 220, 236, 24, 13, 41, 58, 28, 11, 13, 221, 123, 161, 9, 17, 12, 233, 96,Success horse bird 3
4092, 18, 20, 189, 237, 146, 16, 12, 167, 113, 229, 24, 24, 255, 111, 213, 23, 26, 114, 96, 123, 16, 19, 153, 253, 30,Success horse cat 4
4092, 9, 13, 105, 95, 168, 16, 22, 32, 92, 84, 17, 13, 148, 12, 141, 8, 14, 43, 109, 17, 17, 26, 97, 229, 99,Success horse deer 0
4092, 17, 18, 225, 157, 245, 4, 24, 107, 163, 210, 2, 29, 235, 123, 65, 14, 14, 56, 17, 129, 25, 18, 94, 160, 29,Success horse dog 2
4092, 25, 9, 157, 216, 215, 16, 23, 46, 194, 137, 14, 22, 177, 115, 230, 5, 20, 203, 161, 187, 7, 19, 103, 176, 197,Success horse frog 30
4092, 15, 18, 101, 128, 153, 17, 19, 200, 183, 14, 4, 22, 225, 71, 163, 14, 18, 255, 243, 254, 5, 20, 255, 172, 28,Success horse ship 91
4092, 17, 24, 119, 166, 163, 12, 18, 95, 228, 32, 15, 18, 144, 238, 236, 17, 18, 36, 237, 97, 24, 11, 246, 235, 81,Success horse truck 47
6080, 26, 13, 246, 151, 160, 23, 14, 188, 181, 232, 25, 11, 249, 156, 140, 29, 4, 141, 106, 112, 20, 5, 204, 237, 213,Success automobile airplane 50
6080, 13, 10, 23, 37, 167, 20, 5, 253, 31, 237, 24, 14, 130, 253, 250, 30, 19, 247, 147, 208, 24, 11, 243, 231, 131,Fail automobile bird
6080, 28, 9, 2, 82, 186, 7, 24, 248, 138, 65, 24, 11, 207, 185, 83, 24, 14, 106, 222, 224, 18, 8, 250, 241, 164,Success automobile cat 45
6080, 11, 11, 217, 153, 128, 20, 6, 4, 200, 255, 30, 13, 42, 5, 19, 20, 5, 151, 247, 255, 23, 14, 137, 242, 178,Fail automobile deer
6080, 29, 10, 20, 34, 4, 23, 14, 77, 209, 182, 24, 11, 196, 247, 155, 19, 8, 225, 248, 194, 24, 18, 223, 35, 107,Success automobile dog 65
6080, 24, 14, 184, 255, 247, 29, 10, 79, 13, 3, 30, 21, 231, 95, 255, 24, 11, 223, 138, 40, 25, 5, 52, 102, 98,Success automobile frog 77
6080, 31, 15, 30, 23, 51, 21, 5, 254, 156, 254, 24, 14, 152, 222, 253, 18, 8, 247, 171, 253, 24, 10, 234, 178, 17,Fail automobile horse
6080, 24, 19, 92, 249, 98, 18, 8, 253, 254, 151, 19, 5, 238, 234, 116, 24, 14, 172, 243, 208, 20, 18, 247, 60, 13,Fail automobile ship
6080, 20, 14, 205, 5, 54, 17, 19, 249, 74, 238, 19, 5, 18, 244, 76, 23, 9, 206, 110, 171, 18, 19, 130, 212, 155,Success automobile truck 9
205, 26, 18, 75, 244, 3, 18, 29, 177, 23, 1, 6, 15, 24, 14, 40, 13, 14, 57, 3, 94, 22, 17, 208, 117, 170,Fail cat airplane
205, 15, 18, 155, 212, 101, 9, 27, 31, 95, 11, 5, 19, 157, 152, 116, 21, 30, 16, 20, 24, 23, 19, 77, 185, 39,Fail cat automobile
205, 21, 22, 126, 247, 15, 17, 28, 21, 27, 76, 24, 21, 147, 228, 39, 21, 13, 104, 160, 74, 11, 18, 125, 247, 40,Fail cat bird
205, 23, 18, 16, 23, 115, 5, 18, 126, 20, 106, 14, 10, 174, 64, 70, 1, 15, 168, 188, 209, 9, 23, 3, 102, 54,Success cat deer 9
205, 19, 5, 182, 199, 172, 23, 24, 30, 10, 140, 10, 6, 120, 33, 182, 1, 3, 19, 144, 11, 19, 26, 31, 87, 104,Success cat dog 1
205, 10, 28, 104, 56, 10, 11, 27, 82, 31, 75, 25, 23, 53, 214, 21, 19, 29, 101, 4, 24, 13, 24, 150, 90, 27,Fail cat frog
205, 25, 18, 97, 246, 8, 29, 15, 156, 93, 155, 9, 22, 26, 109, 121, 20, 17, 142, 168, 86, 19, 22, 54, 95, 97,Success cat horse 59
205, 27, 15, 212, 9, 44, 25, 18, 120, 48, 104, 16, 28, 26, 39, 55, 8, 24, 106, 4, 42, 21, 20, 76, 24, 74,Fail cat ship
205, 21, 18, 199, 71, 92, 9, 22, 182, 86, 82, 26, 19, 24, 94, 99, 1, 24, 239, 110, 19, 16, 28, 12, 28, 83,Fail cat truck
3249, 10, 19, 254, 21, 56, 6, 7, 252, 229, 233, 24, 17, 194, 241, 166, 19, 18, 31, 26, 170, 1, 11, 227, 253, 171,Fail cat airplane
3249, 15, 29, 223, 178, 74, 29, 11, 214, 234, 85, 3, 6, 31, 186, 190, 10, 19, 248, 14, 73, 11, 17, 147, 241, 97,Fail cat automobile
3249, 9, 12, 235, 128, 20, 14, 11, 128, 19, 207, 9, 11, 250, 211, 16, 13, 26, 182, 31, 123, 12, 13, 78, 182, 215,Success cat bird 42
3249, 20, 14, 234, 157, 241, 30, 12, 30, 89, 62, 15, 15, 158, 12, 169, 26, 21, 60, 161, 136, 15, 21, 37, 4, 56,Success cat deer 0
3249, 13, 19, 195, 252, 215, 4, 19, 10, 80, 93, 18, 5, 18, 92, 95, 16, 9, 234, 220, 229, 1, 2, 6, 142, 255,Success cat dog 60
3249, 19, 3, 133, 150, 131, 24, 15, 162, 83, 33, 19, 15, 26, 104, 16, 22, 19, 133, 67, 85, 13, 9, 227, 183, 114,Success cat frog 3
3249, 11, 18, 154, 152, 214, 7, 6, 141, 225, 14, 3, 15, 235, 217, 146, 10, 14, 238, 205, 118, 18, 27, 77, 139, 172,Fail cat horse
3249, 17, 8, 255, 2, 91, 9, 8, 130, 148, 123, 12, 28, 172, 83, 200, 8, 18, 83, 196, 165, 16, 14, 242, 24, 228,Fail cat ship
3249, 12, 17, 76, 205, 23, 17, 30, 255, 232, 119, 25, 5, 255, 216, 149, 18, 8, 223, 49, 93, 28, 10, 81, 209, 52,Success cat truck 66
2211, 12, 17, 87, 78, 83, 14, 6, 254, 228, 180, 19, 29, 229, 162, 24, 23, 17, 253, 29, 24, 19, 10, 38, 218, 226,Fail horse airplane
2211, 24, 10, 197, 211, 179, 24, 7, 152, 244, 149, 16, 10, 210, 176, 175, 20, 24, 199, 183, 54, 18, 10, 107, 212, 122,Fail horse automobile
2211, 23, 18, 122, 244, 6, 19, 5, 224, 246, 149, 16, 16, 123, 210, 122, 15, 10, 233, 202, 40, 17, 12, 229, 125, 39,Fail horse bird
2211, 3, 16, 0, 51, 177, 16, 11, 149, 233, 43, 20, 24, 106, 72, 123, 3, 10, 90, 36, 145, 23, 5, 252, 227, 34,Success horse cat 65
2211, 19, 7, 235, 159, 137, 15, 20, 148, 246, 109, 13, 20, 162, 182, 204, 14, 15, 75, 123, 130, 13, 17, 212, 170, 64,Success horse deer 12
2211, 5, 3, 117, 29, 103, 30, 26, 131, 9, 174, 16, 18, 175, 208, 200, 24, 12, 244, 21, 222, 3, 10, 55, 57, 184,Success horse dog 17
2211, 16, 1, 74, 1, 51, 5, 10, 253, 158, 255, 22, 22, 252, 223, 87, 21, 7, 164, 246, 184, 15, 11, 194, 255, 76,Fail horse frog
2211, 21, 5, 153, 216, 216, 23, 20, 249, 16, 48, 15, 11, 248, 215, 109, 19, 26, 34, 251, 10, 18, 5, 146, 39, 72,Fail horse ship
2211, 19, 10, 164, 246, 185, 17, 10, 192, 249, 202, 25, 10, 132, 206, 176, 17, 11, 167, 172, 96, 7, 5, 149, 6, 174,Success horse truck 77
6254, 25, 13, 123, 229, 122, 2, 10, 188, 226, 214, 16, 12, 20, 242, 43, 8, 12, 245, 88, 9, 11, 20, 250, 240, 92,Fail deer airplane
6254, 15, 14, 120, 224, 241, 5, 10, 209, 249, 15, 14, 14, 131, 253, 145, 13, 21, 18, 251, 8, 25, 15, 194, 9, 173,Fail deer automobile
6254, 8, 8, 238, 8, 144, 26, 13, 31, 237, 20, 12, 21, 198, 226, 128, 20, 13, 110, 223, 31, 17, 14, 101, 248, 8,Success deer bird 51
6254, 15, 20, 241, 34, 200, 17, 13, 28, 255, 200, 10, 9, 237, 245, 183, 19, 7, 182, 250, 128, 12, 19, 178, 176, 131,Success deer cat 41
6254, 19, 9, 156, 30, 234, 11, 5, 5, 3, 129, 5, 6, 50, 0, 108, 21, 20, 97, 74, 250, 13, 19, 158, 239, 242,Success deer dog 24
6254, 12, 21, 90, 126, 245, 20, 11, 194, 220, 78, 10, 16, 126, 77, 147, 21, 14, 8, 215, 23, 15, 13, 20, 6, 35,Success deer frog 96
6254, 10, 13, 206, 202, 68, 13, 19, 168, 224, 34, 5, 6, 201, 1, 26, 10, 13, 221, 76, 181, 17, 12, 36, 177, 82,Success deer horse 46
6254, 22, 14, 250, 23, 63, 23, 14, 214, 126, 235, 15, 21, 118, 64, 71, 16, 13, 24, 251, 191, 5, 11, 138, 196, 69,Fail deer ship
6254, 10, 20, 240, 155, 103, 12, 20, 64, 200, 207, 23, 13, 252, 28, 93, 5, 6, 244, 8, 22, 17, 2, 65, 155, 95,Fail deer truck
7334, 9, 15, 19, 93, 58, 5, 14, 158, 252, 10, 22, 27, 182, 224, 252, 24, 17, 118, 211, 119, 7, 6, 108, 196, 152,Fail dog airplane
7334, 27, 8, 27, 80, 26, 5, 8, 143, 252, 248, 4, 12, 14, 191, 242, 17, 19, 154, 207, 61, 21, 7, 96, 11, 96,Fail dog automobile
7334, 22, 25, 105, 76, 134, 26, 20, 188, 61, 154, 14, 17, 235, 207, 40, 6, 11, 251, 3, 20, 12, 7, 42, 65, 104,Fail dog bird
7334, 21, 20, 37, 148, 3, 22, 24, 11, 245, 124, 6, 12, 107, 130, 10, 16, 2, 242, 18, 150, 5, 21, 212, 249, 22,Success dog cat 1
7334, 18, 20, 118, 1, 48, 7, 7, 245, 237, 150, 12, 16, 7, 15, 159, 20, 20, 74, 49, 128, 5, 26, 104, 11, 98,Success dog deer 95
7334, 8, 17, 103, 218, 35, 19, 21, 162, 96, 167, 13, 19, 144, 200, 21, 21, 7, 91, 233, 37, 6, 14, 88, 251, 119,Fail dog frog
7334, 12, 16, 0, 1, 105, 21, 20, 64, 158, 55, 27, 27, 101, 6, 124, 5, 14, 242, 255, 19, 17, 14, 112, 205, 111,Fail dog horse
7334, 16, 5, 96, 199, 255, 13, 12, 167, 131, 22, 7, 11, 249, 8, 26, 12, 13, 60, 231, 139, 12, 20, 111, 190, 122,Fail dog ship
7334, 6, 24, 165, 64, 233, 6, 14, 129, 252, 35, 30, 17, 222, 130, 161, 31, 17, 196, 255, 111, 18, 20, 127, 144, 112,Fail dog truck
