5823, 20, 24, 255, 0, 0, 12, 27, 0, 151, 39, 18, 22, 39, 91, 176,Fail dog cat
5823, 16, 24, 8, 33, 69, 16, 23, 0, 5, 92, 9, 27, 0, 255, 117,Fail dog deer
5823, 16, 20, 1, 0, 251, 14, 27, 0, 7, 175, 20, 24, 241, 1, 0,Fail dog frog
5823, 22, 9, 0, 0, 63, 19, 14, 0, 0, 55, 16, 24, 0, 0, 112,Fail dog horse
5823, 22, 6, 67, 255, 14, 31, 22, 6, 254, 255, 16, 23, 0, 0, 130,Fail dog ship
5823, 7, 26, 0, 50, 211, 15, 24, 10, 0, 0, 3, 8, 0, 142, 255,Fail dog truck
2669, 15, 12, 183, 0, 255, 20, 20, 0, 98, 255, 9, 17, 66, 255, 184,Fail frog airplane
2669, 20, 19, 4, 39, 195, 19, 19, 2, 11, 229, 8, 18, 18, 235, 245,Success frog automobile 34
2669, 15, 11, 246, 46, 255, 10, 27, 6, 128, 221, 10, 9, 44, 232, 242,Success frog bird 20
2669, 15, 18, 255, 0, 253, 23, 3, 255, 5, 151, 15, 12, 227, 1, 227,Fail frog cat
2669, 17, 12, 130, 15, 238, 19, 22, 48, 236, 152, 19, 10, 7, 218, 255,Success frog deer 30
2669, 12, 17, 213, 0, 255, 7, 16, 5, 157, 255, 5, 18, 88, 105, 248,Fail frog dog
2669, 19, 7, 253, 0, 4, 11, 7, 5, 140, 255, 19, 24, 0, 0, 254,Fail frog horse
2669, 21, 7, 255, 0, 255, 12, 13, 48, 255, 255, 12, 17, 68, 255, 255,Fail frog ship
2669, 20, 23, 0, 1, 0, 20, 5, 251, 2, 6, 15, 12, 255, 0, 254,Fail frog truck
1589, 14, 16, 2, 0, 12, 5, 19, 103, 1, 255, 14, 15, 104, 243, 254,Fail frog airplane
1589, 14, 15, 6, 54, 219, 4, 18, 63, 31, 182, 20, 8, 7, 54, 221,Success frog automobile 20
1589, 13, 26, 6, 255, 255, 5, 19, 108, 1, 254, 17, 27, 150, 201, 251,Success frog bird 68
1589, 18, 24, 2, 252, 255, 17, 23, 1, 9, 255, 2, 7, 5, 225, 243,Fail frog cat
1589, 19, 8, 15, 79, 183, 12, 14, 0, 0, 103, 6, 10, 0, 0, 75,Fail frog deer
1589, 12, 15, 0, 0, 13, 10, 17, 0, 0, 120, 19, 14, 0, 0, 233,Fail frog dog
1589, 10, 13, 12, 31, 92, 29, 13, 187, 207, 245, 12, 15, 9, 10, 0,Fail frog horse
1589, 5, 10, 81, 4, 249, 21, 11, 0, 0, 166, 14, 15, 9, 37, 187,Fail frog ship
1589, 21, 21, 239, 247, 123, 7, 19, 255, 0, 1, 13, 14, 15, 5, 0,Fail frog truck
4272, 12, 11, 254, 253, 2, 9, 11, 0, 255, 255, 8, 20, 9, 255, 254,Fail horse airplane
4272, 10, 18, 4, 255, 255, 10, 12, 0, 252, 252, 16, 26, 245, 2, 1,Fail horse automobile
4272, 7, 19, 0, 252, 255, 10, 22, 87, 255, 255, 14, 21, 92, 74, 254,Fail horse bird
4272, 7, 21, 255, 255, 239, 6, 10, 127, 255, 112, 8, 6, 183, 180, 249,Fail horse cat
4272, 8, 8, 122, 255, 63, 15, 23, 79, 255, 137, 6, 10, 66, 255, 0,Fail horse deer
4272, 8, 6, 120, 254, 201, 10, 10, 216, 255, 250, 6, 10, 66, 252, 253,Fail horse dog
4272, 10, 10, 0, 255, 105, 10, 13, 68, 255, 87, 10, 18, 24, 156, 255,Fail horse frog
4272, 30, 27, 4, 255, 252, 30, 20, 9, 255, 197, 30, 8, 1, 254, 230,Fail horse ship
4272, 19, 18, 0, 141, 82, 16, 13, 2, 255, 255, 15, 18, 8, 255, 255,Fail horse truck
6076, 14, 19, 0, 0, 254, 5, 19, 7, 255, 148, 10, 17, 6, 6, 205,Fail horse airplane
6076, 9, 17, 0, 32, 141, 12, 17, 0, 0, 0, 10, 11, 255, 175, 84,Fail horse automobile
6076, 15, 15, 0, 255, 6, 7, 20, 0, 255, 174, 4, 19, 2, 251, 254,Fail horse bird
6076, 19, 28, 250, 11, 8, 5, 19, 27, 253, 11, 12, 27, 255, 252, 254,Fail horse cat
6076, 15, 13, 11, 68, 107, 10, 17, 29, 30, 218, 23, 28, 79, 95, 142,Success horse deer 9
6076, 18, 15, 30, 171, 71, 8, 18, 53, 218, 216, 4, 21, 33, 8, 47,Success horse dog 0
6076, 16, 12, 0, 5, 67, 16, 11, 5, 19, 172, 14, 18, 1, 172, 6,Fail horse frog
6076, 10, 17, 14, 7, 163, 14, 19, 1, 0, 250, 7, 17, 0, 250, 180,Fail horse ship
6076, 5, 19, 2, 254, 2, 16, 9, 2, 0, 245, 12, 18, 1, 0, 218,Fail horse truck
2169, 26, 6, 32, 207, 201, 24, 22, 87, 255, 68, 11, 26, 50, 15, 167,Success ship airplane 0
2169, 14, 15, 0, 254, 255, 10, 16, 111, 246, 252, 22, 15, 0, 14, 8,Fail ship automobile
2169, 10, 16, 13, 168, 250, 10, 18, 51, 207, 234, 28, 14, 71, 0, 67,Success ship bird 30
2169, 27, 8, 0, 144, 248, 27, 18, 0, 106, 252, 27, 9, 0, 111, 241,Fail ship cat
2169, 27, 12, 70, 160, 245, 7, 14, 169, 0, 0, 30, 9, 160, 96, 250,Fail ship deer
2169, 10, 20, 0, 0, 8, 11, 16, 152, 86, 255, 27, 12, 66, 163, 255,Fail ship dog
2169, 28, 14, 255, 160, 96, 30, 11, 71, 148, 255, 8, 13, 184, 0, 0,Fail ship frog
2169, 28, 19, 255, 55, 2, 9, 15, 0, 165, 248, 7, 14, 255, 160, 119,Fail ship horse
2169, 22, 16, 196, 6, 122, 23, 6, 0, 247, 243, 4, 16, 4, 240, 253,Fail ship truck
1886, 19, 14, 143, 244, 84, 12, 19, 67, 133, 204, 4, 13, 59, 18, 56,Success ship airplane 1
1886, 18, 4, 12, 33, 59, 21, 27, 167, 40, 141, 25, 16, 17, 238, 199,Success ship automobile 19
1886, 12, 21, 168, 141, 90, 0, 18, 150, 4, 204, 15, 23, 252, 16, 58,Success ship bird 0
1886,Success Mispredict
1886, 8, 7, 70, 167, 15, 16, 2, 25, 56, 186, 4, 8, 55, 14, 8,Success ship deer 13
1886, 26, 18, 165, 11, 246, 24, 21, 22, 37, 114, 12, 6, 34, 13, 149,Success ship dog 0
1886, 2, 8, 105, 0, 255, 22, 12, 132, 156, 255, 4, 14, 0, 0, 255,Fail ship frog
1886, 13, 5, 15, 5, 78, 29, 14, 63, 77, 64, 25, 5, 118, 191, 3,Success ship horse 0
1886, 30, 23, 60, 144, 252, 14, 16, 227, 244, 102, 10, 6, 252, 90, 152,Success ship truck 0
1815, 7, 18, 5, 129, 255, 10, 19, 252, 1, 3, 4, 18, 13, 251, 251,Fail truck airplane
1815, 14, 20, 150, 0, 0, 7, 11, 255, 1, 7, 16, 22, 0, 15, 240,Fail truck automobile
1815, 7, 26, 255, 1, 5, 6, 11, 255, 0, 0, 14, 19, 147, 254, 83,Fail truck bird
1815, 4, 25, 255, 5, 66, 9, 18, 0, 219, 255, 9, 22, 8, 242, 255,Fail truck cat
1815, 18, 23, 0, 5, 174, 18, 17, 0, 21, 179, 14, 20, 26, 255, 0,Fail truck deer
1815, 14, 18, 0, 2, 214, 3, 12, 255, 0, 0, 3, 23, 254, 0, 0,Fail truck dog
1815, 16, 16, 0, 226, 0, 18, 22, 0, 0, 135, 14, 21, 52, 158, 0,Fail truck frog
1815, 6, 22, 0, 57, 239, 14, 20, 0, 16, 109, 10, 17, 122, 46, 33,Fail truck horse
1815, 16, 15, 93, 2, 2, 13, 18, 227, 149, 0, 23, 12, 255, 0, 254,Fail truck ship
6274, 14, 21, 21, 255, 2, 10, 5, 9, 252, 252, 14, 7, 10, 248, 255,Fail truck airplane
6274, 20, 17, 0, 21, 25, 22, 12, 9, 244, 254, 13, 12, 5, 254, 254,Fail truck automobile
6274, 20, 17, 0, 1, 255, 3, 16, 0, 0, 212, 20, 12, 76, 0, 250,Fail truck bird
6274, 27, 25, 252, 4, 254, 7, 28, 254, 12, 56, 9, 26, 16, 252, 251,Fail truck cat
6274, 30, 15, 61, 181, 254, 29, 11, 29, 227, 252, 29, 7, 0, 254, 191,Fail truck deer
6274, 22, 14, 251, 38, 188, 3, 7, 222, 49, 166, 20, 18, 11, 44, 234,Fail truck dog
6274, 27, 24, 0, 255, 0, 13, 18, 1, 254, 180, 10, 27, 0, 253, 253,Fail truck frog
6274, 30, 9, 16, 208, 255, 28, 9, 31, 255, 204, 13, 12, 0, 255, 255,Fail truck horse
6274, 29, 12, 252, 0, 1, 30, 4, 1, 193, 206, 27, 25, 239, 3, 206,Fail truck ship
