6015, 26, 12, 127, 144, 244, 24, 14, 30, 204, 201, 24, 28, 3, 162, 252,Success airplane automobile 37
6015, 15, 8, 70, 249, 0, 12, 18, 0, 0, 0, 13, 17, 32, 255, 253,Fail airplane bird
6015, 12, 9, 121, 151, 145, 13, 18, 167, 224, 200, 23, 15, 255, 255, 224,Fail airplane cat
6015, 22, 18, 0, 189, 255, 12, 18, 162, 184, 114, 26, 11, 116, 110, 112,Fail airplane deer
6015, 12, 12, 9, 252, 118, 13, 19, 43, 232, 241, 13, 9, 52, 84, 17,Fail airplane dog
6015, 14, 14, 140, 250, 54, 15, 21, 43, 234, 13, 13, 18, 10, 255, 229,Success airplane frog 59
6015, 13, 16, 2, 249, 254, 12, 20, 2, 8, 2, 16, 16, 10, 248, 19,Fail airplane horse
6015, 12, 19, 42, 20, 126, 14, 15, 110, 152, 238, 12, 31, 21, 198, 110,Success airplane ship 0
6015, 10, 4, 0, 178, 252, 23, 19, 255, 255, 205, 24, 26, 106, 227, 254,Fail airplane truck
5328, 15, 3, 163, 173, 182, 14, 20, 0, 255, 255, 21, 17, 255, 0, 0,Fail airplane automobile
5328, 23, 16, 30, 251, 0, 7, 28, 255, 0, 146, 10, 24, 121, 255, 23,Fail airplane bird
5328, 12, 6, 30, 180, 133, 2, 13, 237, 52, 47, 21, 13, 219, 29, 151,Fail airplane cat
5328, 14, 13, 0, 14, 160, 21, 13, 160, 0, 125, 4, 26, 178, 42, 23,Fail airplane deer
5328, 21, 13, 254, 0, 47, 14, 13, 0, 0, 129, 10, 21, 255, 0, 209,Fail airplane dog
5328, 7, 16, 54, 255, 0, 6, 22, 139, 0, 72, 4, 17, 131, 19, 0,Fail airplane frog
5328, 23, 24, 161, 219, 255, 15, 17, 255, 0, 109, 21, 13, 255, 0, 101,Fail airplane horse
5328, 6, 19, 41, 73, 161, 17, 4, 239, 72, 24, 5, 14, 255, 17, 120,Fail airplane ship
5328, 16, 4, 155, 165, 120, 21, 13, 255, 0, 1, 15, 18, 1, 254, 255,Fail airplane truck
9496, 8, 2, 247, 6, 28, 24, 9, 243, 1, 10, 11, 3, 8, 6, 5,Fail automobile airplane
9496, 25, 11, 231, 52, 255, 4, 27, 200, 4, 2, 8, 25, 255, 6, 16,Fail automobile bird
9496, 26, 22, 64, 255, 255, 20, 15, 169, 0, 0, 16, 14, 0, 1, 209,Fail automobile cat
9496, 22, 23, 54, 255, 53, 4, 18, 3, 2, 129, 15, 12, 54, 0, 0,Fail automobile deer
9496, 3, 17, 255, 0, 0, 6, 27, 53, 5, 133, 18, 13, 0, 0, 255,Fail automobile dog
9496, 23, 15, 30, 255, 0, 6, 17, 255, 0, 255, 19, 24, 75, 255, 41,Fail automobile frog
9496, 15, 11, 42, 1, 2, 4, 18, 113, 7, 1, 16, 12, 30, 1, 7,Fail automobile horse
9496, 8, 26, 31, 31, 85, 20, 22, 53, 88, 245, 11, 14, 255, 0, 0,Fail automobile ship
9496, 6, 20, 146, 0, 7, 23, 9, 255, 0, 0, 4, 10, 0, 17, 248,Fail automobile truck
7169, 19, 8, 226, 105, 190, 27, 8, 28, 43, 142, 28, 16, 23, 8, 115,Success automobile airplane 19
7169, 26, 17, 133, 31, 33, 25, 20, 147, 10, 9, 29, 16, 143, 49, 37,Fail automobile bird
7169, 22, 18, 49, 145, 252, 13, 6, 148, 0, 0, 28, 6, 0, 0, 255,Fail automobile cat
7169, 28, 16, 70, 30, 17, 19, 6, 57, 255, 33, 27, 8, 77, 75, 122,Fail automobile deer
7169, 27, 6, 166, 0, 255, 10, 15, 206, 50, 76, 26, 9, 222, 8, 64,Fail automobile dog
7169, 28, 16, 112, 29, 41, 28, 8, 125, 53, 131, 20, 6, 0, 248, 0,Fail automobile frog
7169, 28, 16, 52, 6, 64, 28, 6, 134, 87, 65, 26, 8, 28, 30, 76,Fail automobile horse
7169, 10, 14, 251, 4, 0, 12, 14, 251, 2, 9, 28, 8, 172, 51, 130,Fail automobile ship
7169, 21, 14, 244, 132, 95, 12, 12, 0, 2, 240, 20, 8, 252, 0, 150,Success automobile truck 42
8480, 9, 22, 212, 8, 3, 5, 20, 246, 106, 102, 12, 15, 3, 13, 239,Success bird airplane 21
8480, 12, 16, 38, 6, 220, 6, 30, 6, 160, 11, 15, 25, 226, 13, 24,Success bird automobile 25
8480, 19, 16, 3, 226, 158, 10, 27, 6, 0, 0, 27, 24, 254, 242, 251,Fail bird cat
8480, 23, 9, 50, 189, 26, 6, 6, 208, 165, 104, 8, 10, 250, 55, 251,Fail bird deer
8480, 2, 10, 253, 232, 140, 6, 9, 207, 242, 255, 4, 6, 249, 255, 255,Fail bird dog
8480,Success Mispredict
8480, 5, 10, 255, 246, 229, 21, 7, 99, 255, 255, 13, 15, 15, 181, 226,Fail bird horse
8480, 12, 23, 72, 127, 34, 12, 14, 80, 60, 121, 5, 14, 250, 71, 77,Success bird ship 5
8480, 28, 16, 224, 249, 81, 15, 25, 250, 14, 4, 28, 28, 199, 243, 165,Success bird truck 68
2065, 20, 26, 12, 40, 165, 20, 15, 234, 32, 184, 18, 12, 33, 38, 226,Success bird airplane 21
2065, 18, 18, 34, 52, 69, 4, 6, 126, 236, 251, 16, 8, 94, 255, 248,Fail bird automobile
2065, 23, 6, 244, 43, 147, 10, 20, 241, 195, 217, 10, 17, 85, 169, 139,Success bird cat 5
2065, 10, 24, 86, 13, 132, 20, 7, 220, 92, 27, 22, 20, 119, 207, 66,Success bird deer 0
2065, 19, 12, 101, 31, 41, 24, 17, 120, 210, 223, 5, 8, 6, 225, 138,Success bird dog 0
2065, 2, 20, 152, 151, 39, 28, 4, 88, 230, 115, 10, 20, 49, 32, 192,Success bird frog 0
2065, 18, 26, 29, 12, 126, 24, 6, 43, 121, 242, 17, 10, 0, 241, 218,Success bird horse 23
2065, 20, 8, 131, 0, 0, 25, 5, 255, 0, 1, 13, 5, 46, 72, 143,Fail bird ship
2065, 7, 20, 131, 234, 250, 11, 5, 174, 255, 255, 12, 20, 12, 1, 22,Fail bird truck
7384, 24, 10, 0, 0, 33, 22, 15, 149, 72, 33, 22, 12, 26, 0, 0,Fail cat airplane
7384, 25, 11, 2, 0, 0, 22, 13, 44, 42, 20, 23, 10, 0, 0, 28,Fail cat automobile
7384, 11, 21, 255, 0, 0, 24, 13, 120, 255, 0, 17, 12, 79, 249, 10,Fail cat bird
7384, 24, 27, 0, 70, 178, 22, 16, 119, 255, 0, 17, 10, 0, 166, 0,Fail cat deer
7384,Success Mispredict
7384, 9, 22, 254, 70, 255, 11, 19, 0, 255, 39, 19, 10, 163, 255, 0,Fail cat frog
7384, 4, 24, 191, 247, 101, 17, 12, 27, 252, 0, 9, 22, 253, 21, 205,Success cat horse 22
7384, 24, 10, 68, 0, 0, 22, 12, 107, 0, 0, 22, 16, 79, 60, 83,Fail cat ship
7384, 24, 26, 255, 2, 1, 24, 17, 1, 253, 2, 24, 9, 85, 0, 45,Fail cat truck
9120, 15, 11, 1, 254, 4, 11, 16, 254, 0, 255, 21, 16, 10, 7, 7,Success cat airplane 92
9120, 11, 15, 7, 255, 117, 4, 13, 0, 53, 88, 7, 20, 0, 252, 11,Fail cat automobile
9120, 4, 24, 26, 12, 111, 6, 4, 27, 64, 122, 19, 13, 98, 221, 156,Success cat bird 17
9120, 7, 13, 78, 204, 44, 19, 12, 1, 81, 75, 30, 4, 145, 214, 203,Success cat deer 0
9120, 17, 13, 195, 216, 245, 5, 11, 53, 92, 118, 13, 0, 211, 145, 15,Success cat dog 0
9120, 9, 5, 10, 19, 44, 9, 15, 70, 226, 123, 13, 7, 246, 131, 45,Success cat frog 15
9120, 8, 5, 10, 0, 19, 22, 15, 36, 142, 17, 4, 13, 0, 1, 140,Fail cat horse
9120, 3, 16, 125, 0, 33, 12, 14, 0, 255, 255, 21, 12, 11, 138, 192,Fail cat ship
9120, 15, 11, 0, 254, 8, 21, 16, 3, 3, 0, 11, 16, 253, 8, 165,Fail cat truck
5641, 19, 14, 255, 0, 0, 16, 17, 0, 18, 135, 10, 12, 3, 0, 230,Fail deer airplane
5641, 18, 15, 246, 5, 3, 14, 8, 0, 33, 197, 10, 12, 1, 0, 253,Fail deer automobile
5641, 9, 10, 2, 1, 252, 12, 10, 0, 43, 10, 11, 22, 1, 254, 253,Fail deer bird
5641, 9, 12, 1, 1, 246, 11, 11, 0, 12, 249, 19, 12, 2, 252, 1,Fail deer cat
5641, 26, 5, 33, 226, 250, 9, 17, 0, 0, 255, 15, 21, 182, 244, 253,Fail deer dog
5641, 18, 15, 90, 255, 0, 10, 12, 0, 0, 251, 21, 24, 0, 0, 255,Fail deer frog
5641, 9, 12, 1, 51, 236, 19, 26, 34, 24, 101, 11, 12, 24, 15, 226,Success deer horse 25
5641, 18, 15, 211, 2, 0, 12, 14, 0, 0, 179, 15, 20, 255, 0, 255,Fail deer ship
5641, 15, 20, 112, 214, 255, 9, 16, 1, 3, 255, 12, 12, 86, 255, 255,Fail deer truck
6161, 16, 20, 1, 12, 249, 14, 15, 254, 89, 72, 10, 20, 252, 168, 231,Fail deer airplane
6161, 10, 20, 183, 204, 240, 15, 19, 54, 221, 74, 14, 9, 101, 147, 255,Fail deer automobile
6161, 18, 4, 148, 53, 205, 5, 20, 8, 33, 219, 12, 2, 210, 10, 188,Success deer bird 0
6161, 15, 25, 19, 230, 237, 25, 18, 244, 20, 164, 26, 16, 16, 243, 240,Success deer cat 88
6161, 25, 12, 116, 178, 226, 11, 21, 15, 115, 220, 16, 19, 7, 196, 171,Success deer dog 12
6161, 10, 19, 197, 216, 220, 16, 20, 96, 98, 47, 26, 16, 52, 222, 226,Success deer frog 23
6161, 7, 20, 254, 10, 35, 18, 12, 6, 239, 250, 18, 19, 224, 10, 77,Success deer horse 32
6161, 16, 20, 38, 146, 142, 10, 20, 136, 171, 242, 25, 26, 255, 0, 246,Fail deer ship
6161, 19, 18, 0, 254, 14, 16, 24, 255, 15, 26, 26, 25, 250, 1, 1,Fail deer truck
1283, 10, 22, 0, 36, 215, 12, 20, 56, 0, 3, 19, 24, 252, 0, 0,Fail dog airplane
1283, 15, 12, 0, 1, 255, 14, 20, 255, 0, 3, 24, 26, 254, 238, 244,Fail dog automobile
1283, 18, 8, 254, 253, 0, 19, 15, 26, 254, 1, 19, 16, 69, 255, 0,Fail dog bird
1283, 18, 11, 74, 246, 11, 19, 17, 0, 240, 23, 19, 5, 8, 196, 55,Success dog cat 45
1283, 19, 12, 110, 255, 2, 25, 27, 105, 255, 247, 15, 11, 57, 255, 1,Fail dog deer
1283, 18, 11, 9, 255, 1, 26, 19, 106, 0, 3, 18, 12, 111, 253, 2,Fail dog frog
1283, 12, 14, 0, 0, 176, 26, 15, 0, 0, 72, 4, 13, 255, 94, 13,Fail dog horse
1283, 18, 23, 255, 0, 86, 12, 21, 255, 0, 0, 12, 16, 19, 15, 32,Fail dog ship
1283, 24, 26, 255, 238, 254, 23, 28, 254, 118, 53, 15, 20, 255, 0, 0,Fail dog truck
5823, 16, 24, 0, 0, 157, 18, 19, 0, 5, 4, 20, 9, 0, 0, 65,Fail dog airplane
5823, 19, 24, 0, 0, 127, 11, 11, 11, 244, 254, 4, 13, 0, 0, 176,Fail dog automobile
5823, 11, 11, 255, 0, 255, 18, 24, 0, 14, 177, 18, 23, 0, 24, 43,Fail dog bird
